Item	Page_Lines	Para	Text	Keywords
2620	403.10 - 403.15	[SEC. 13403.(a)] SEC. 45W.(f)	REGULATIONS AND GUIDANCE. The Secretary shall issue such regulations or other guidance as the Secretary determines necessary to carry out the purposes of this section, including regulations or other guidance relating to determination of the incremental cost of any qualified commercial clean vehicle.	regulations, guidance, secretary, issue, determines, necessary, carry, purposes, relating, determination, incremental, cost, qualified, commercial, clean, vehicle
2621	403.16 - 403.18	[SEC. 13403.(a)] SEC. 45W.(g)	TERMINATION. No credit shall be determined under this section with respect to any vehicle acquired after December 31, 2032.’’.	termination, credit, determined, respect, vehicle, acquired, december
2622	403.19 - 403.19	SEC. 13403.(b)	CONFORMING AMENDMENTS.	conforming, amendments
2623	403.20 - 403.21	SEC. 13403.(b)(1)	Section 38(b), as amended by the preceding provisions of this Act, is amended	amended, preceding, provisions, act
2624	403.22 - 403.23	SEC. 13403.(b)(1)(A)	in paragraph (35), by striking ‘‘plus’’ at the end,	striking
2625	403.24 - 403.25	SEC. 13403.(b)(1)(B)	in paragraph (36), by striking the period at the end and inserting ‘‘, plus’’, and	striking, period, inserting
2626	404.1 - 404.2	SEC. 13403.(b)(1)(C)	by adding at the end the following new paragraph:	adding, new
2627	404.3 - 404.4	[SEC. 13403.(b)(1)(C)] (37)	the qualified commercial clean vehicle credit determined under section 45W.’’.	qualified, commercial, clean, vehicle, credit, determined, 45w
2628	404.5 - 404.6	SEC. 13403.(b)(2)	Section 6213(g)(2), as amended by the preceding provisions of this Act, is amended	amended, preceding, provisions, act
2629	404.7 - 404.8	SEC. 13403.(b)(2)(A)	in subparagraph (T), by striking ‘‘and’’ at the end,	subparagraph, striking
2630	404.9 - 404.10	SEC. 13403.(b)(2)(B)	in subparagraph (U), by striking the period at the end and inserting ‘‘, and’’, and	subparagraph, striking, period, inserting
2631	404.11 - 404.12	SEC. 13403.(b)(2)(C)	by inserting after subparagraph (U) the following:	inserting, subparagraph
2632	404.13 - 404.16	[SEC. 13403.(b)(2)(C)] (V)	an omission of a correct vehicle identification number required under section 45W(e) (relating to commercial clean vehicle credit) to be included on a return.’’.	omission, correct, vehicle, identification, number, required, 45w, relating, commercial, clean, credit, included, return
2633	404.17 - 404.20	SEC. 13403.(b)(3)	The table of sections for subpart D of part IV of subchapter A of chapter 1, as amended by the preceding provisions of this Act, is amended by adding at the end the following new item:	table, sections, subpart, iv, amended, preceding, provisions, act, adding, new
2634	404.21 - 404.23	SEC. 13403.(c)	EFFECTIVE DATE. The amendments made by this section shall apply to vehicles acquired after December 31, 2022.	effective, amendments, apply, vehicles, acquired, december
2635	405.1 - 405.2	TITLE I Subtitle D PART 4 SEC. 13404.	ALTERNATIVE FUEL REFUELING PROPERTY CREDIT.	alternative, fuel, refueling, property, credit
2636	405.3 - 405.5	SEC. 13404.(a)	IN GENERAL. Section 30C(g) is amended by striking ‘‘December 31, 2021’’ and inserting ‘‘December 31, 2032’’.	30c, amended, striking, december, inserting
2637	405.6 - 405.7	SEC. 13404.(b)	CREDIT FOR PROPERTY OF A CHARACTER SUBJECT TO DEPRECIATION.	credit, property, character, subject, depreciation
2638	405.8 - 405.10	SEC. 13404.(b)(1)	IN GENERAL. Section 30C(a) is amended by inserting ‘‘(6 percent in the case of property of a character subject to depreciation)’’ after ‘‘30 percent’’.	30c, amended, inserting, case, property, character, subject, depreciation
2639	405.11 - 405.12	SEC. 13404.(b)(2)	MODIFICATION OF CREDIT LIMITATION. Subsection (b) of section 30C is amended	modification, credit, limitation, subsection, 30c, amended
2640	405.13 - 405.14	SEC. 13404.(b)(2)(A)	in the matter preceding paragraph (1) 	matter, preceding
2642	405.15 - 405.17	SEC. 13404.(b)(2)(A)(i)	by striking ‘‘with respect to all’’ and inserting ‘‘with respect to any single item of’’, and	striking, respect, inserting
2643	405.18 - 405.18	SEC. 13404.(b)(2)(A)(ii)	by striking ‘‘at a location’’, and	striking
2644	405.19 - 405.22	SEC. 13404.(b)(2)(B)	in paragraph (1), by striking ‘‘$30,000 in the case of a property’’ and inserting ‘‘$100,000 in the case of any such item of property’’.	striking, 30,000, case, property, inserting, 100,000
2645	405.23 - 405.26	SEC. 13404.(b)(3)	BIDIRECTIONAL CHARGING EQUIPMENT INCLUDED AS QUALIFIED ALTERNATIVE FUEL VEHICLE REFUELING PROPERTY. Section 30C(c) is amended to read as follows:	bidirectional, charging, equipment, included, qualified, alternative, fuel, vehicle, refueling, property, 30c, amended, follows
2646	406.1 - 406.2	[SEC. 13404.(b)(3)] (c)	QUALIFIED ALTERNATIVE FUEL VEHICLE REFUELING PROPERTY. For purposes of this section	qualified, alternative, fuel, vehicle, refueling, property, purposes
2647	406.3 - 406.6	[SEC. 13404.(b)(3)] (c)(1)	IN GENERAL. The term ‘qualified alternative fuel vehicle refueling property’ has the same meaning as the term ‘qualified clean-fuel vehicle refueling property’ would have under section 179A if	term, qualified, alternative, fuel, vehicle, refueling, property, meaning, clean, 179a
2648	406.7 - 406.10	[SEC. 13404.(b)(3)] (c)(1)(A)	paragraph (1) of section 179A(d) did not apply to property installed on property which is used as the principal residence (within the meaning of section 121) of the taxpayer, and	179a, apply, property, installed, principal, residence, meaning, taxpayer
2649	406.11 - 406.13	[SEC. 13404.(b)(3)] (c)(1)(B)	only the following were treated as clean-burning fuels for purposes of section 179A(d):	treated, clean, burning, fuels, purposes, 179a
2650	406.14 - 406.18	[SEC. 13404.(b)(3)] (c)(1)(B)(i)	Any fuel at least 85 percent of the volume of which consists of one or more of the following: ethanol, natural gas, compressed natural gas, liquified natural gas, liquefied petroleum gas, or hydrogen.	fuel, volume, consists, ethanol, natural, gas, compressed, liquified, liquefied, petroleum, hydrogen
2651	406.19 - 406.19	[SEC. 13404.(b)(3)] (c)(1)(B)(ii)	Any mixture	mixture
2652	406.20 - 406.24	[SEC. 13404.(b)(3)] (c)(1)(B)(ii)(I)	which consists of two or more of the following: biodiesel (as defined in section 40A(d)(1)), diesel fuel (as defined in section 4083(a)(3)), or kerosene, and	consists, biodiesel, defined, 40a, diesel, fuel, kerosene
2653	407.1 - 407.4	[SEC. 13404.(b)(3)] (c)(1)(B)(ii)(II)	at least 20 percent of the volume of which consists of biodiesel (as so defined) determined without regard to any kerosene in such mixture.	volume, consists, biodiesel, defined, determined, regard, kerosene, mixture
2654	407.5 - 407.5	[SEC. 13404.(b)(3)] (c)(1)(B)(iii)	Electricity.	electricity
2655	407.6 - 407.9	[SEC. 13404.(b)(3)] (c)(2)	BIDIRECTIONAL CHARGING EQUIPMENT. Property shall not fail to be treated as qualified alternative fuel vehicle refueling property solely because such property	bidirectional, charging, equipment, property, fail, treated, qualified, alternative, fuel, vehicle, refueling, solely
2656	407.10 - 407.11	[SEC. 13404.(b)(3)] (c)(2)(A)	is capable of charging the battery of a motor vehicle propelled by electricity, and	capable, charging, battery, motor, vehicle, propelled, electricity
2657	407.12 - 407.14	[SEC. 13404.(b)(3)] (c)(2)(B)	allows discharging electricity from such battery to an electric load external to such motor vehicle.’’.	allows, discharging, electricity, battery, electric, load, external, motor, vehicle
2658	407.15 - 407.20	SEC. 13404.(c)	CERTAIN ELECTRIC CHARGING STATIONS INCLUDED AS QUALIFIED ALTERNATIVE FUEL VEHICLE REFUELING PROPERTY. Section 30C is amended by redesignating subsections (f) and (g) as subsections (g) and (h), respectively, and by inserting after subsection (e) the following:	certain, electric, charging, stations, included, qualified, alternative, fuel, vehicle, refueling, property, 30c, amended, redesignating, subsections, respectively, inserting, subsection
2659	407.21 - 407.23	[SEC. 13404.(c)] (f)	SPECIAL RULE FOR ELECTRIC CHARGING STATIONS FOR CERTAIN VEHICLES WITH 2 OR 3 WHEELS. For purposes of this section	special, rule, electric, charging, stations, certain, vehicles, wheels, purposes
2660	407.24 - 408.3	[SEC. 13404.(c)] (f)(1)	IN GENERAL. The term ‘qualified alternative fuel vehicle refueling property’ includes any property described in subsection (c) for the recharging of a motor vehicle described in paragraph (2), but only if such property	term, qualified, alternative, fuel, vehicle, refueling, property, described, subsection, recharging, motor
2661	408.4 - 408.5	[SEC. 13404.(c)] (f)(1)(A)	meets the requirements of subsection (a)(2), and	meets, requirements, subsection
2663	408.6 - 408.7	[SEC. 13404.(c)] (f)(1)(B)	is of a character subject to depreciation.	character, subject, depreciation
2664	408.8 - 408.9	[SEC. 13404.(c)] (f)(2)	MOTOR VEHICLE. A motor vehicle is described in this paragraph if the motor vehicle	motor, vehicle, described
2665	408.10 - 408.12	[SEC. 13404.(c)] (f)(2)(A)	is manufactured primarily for use on public streets, roads, or highways (not including a vehicle operated exclusively on a rail or rails),	manufactured, primarily, public, streets, roads, highways, vehicle, operated, exclusively, rail, rails
2666	408.13 - 408.13	[SEC. 13404.(c)] (f)(2)(B)	has 2 or 3 wheels, and	wheels
2667	408.14 - 408.14	[SEC. 13404.(c)] (f)(2)(C)	is propelled by electricity.’’.	propelled, electricity
2668	408.15 - 408.19	SEC. 13404.(d)	WAGE AND APPRENTICESHIP REQUIREMENTS. Section 30C, as amended by this section, is further amended by redesignating subsections (g) and (h) as subsections (h) and (i) and by inserting after subsection (f) the following new subsection:	wage, apprenticeship, requirements
2670	408.20 - 408.20	[SEC. 13404.(d)] (g)	WAGE AND APPRENTICESHIP REQUIREMENTS.	wage, apprenticeship, requirements
2671	408.21 - 408.21	[SEC. 13404.(d)] (g)(1)	INCREASED CREDIT AMOUNT.	increased, credit, amount
2672	408.22 - 409.6	[SEC. 13404.(d)] (g)(1)(A)	IN GENERAL. In the case of any qualified alternative fuel vehicle refueling project which satisfies the requirements of subparagraph (C), the amount of the credit determined under subsection (a) for any qualified alternative fuel vehicle refueling property of a character subject to an allowance for depreciation which is part of such project shall be equal to such amount (determined without regard to this sentence) multiplied by 5.	case, qualified, alternative, fuel, vehicle, refueling, project, satisfies, requirements, subparagraph
2674	409.7 - 409.12	[SEC. 13404.(d)] (g)(1)(B)	QUALIFIED ALTERNATIVE FUEL VEHICLE REFUELING PROJECT. For purposes of this subsection, the term ‘qualified alternative fuel vehicle refueling project’ means a project consisting of one or more properties that are part of a single project.	qualified, alternative, fuel, vehicle, refueling, project, purposes, subsection, term, consisting, properties
2675	409.13 - 409.15	[SEC. 13404.(d)] (g)(1)(C)	PROJECT REQUIREMENTS. A project meets the requirements of this subparagraph if it is one of the following:	project, requirements, meets, subparagraph
2676	409.16 - 409.20	[SEC. 13404.(d)] (g)(1)(C)(i)	A project the construction of which begins prior to the date that is 60 days after the Secretary publishes guidance with respect to the requirements of paragraphs (2)(A) and (3).	project, construction, begins, prior, secretary, publishes, guidance, respect, requirements, paragraphs
2678	409.21 - 409.22	[SEC. 13404.(d)] (g)(1)(C)(ii)	A project which satisfies the requirements of paragraphs (2)(A) and (3).	project, satisfies, requirements, paragraphs
2679	409.23 - 409.23	[SEC. 13404.(d)] (g)(2)	PREVAILING WAGE REQUIREMENTS.	prevailing, wage, requirements
2680	409.24 - 410.13	[SEC. 13404.(d)] (g)(2)(A)	IN GENERAL. The requirements described in this subparagraph with respect to any qualified alternative fuel vehicle refueling project are that the taxpayer shall ensure that any laborers and mechanics employed by the taxpayer or any contractor or subcontractor in the construction of any qualified alternative fuel vehicle refueling property which is part of such project shall be paid wages at rates not less than the prevailing rates for construction, alteration, or repair of a similar character in the locality in which such project is located as most recently determined by the Secretary of Labor, in accordance with subchapter IV of chapter 31 of title 40, United States Code.	requirements, described, subparagraph, respect, qualified, alternative, fuel, vehicle, refueling, project, taxpayer, ensure, laborers, mechanics, employed, contractor, subcontractor, construction, property, paid, wages, rates, prevailing, alteration, repair, character, locality, located, recently, determined, secretary, labor, accordance, iv, united, states, code
2681	410.14 - 410.17	[SEC. 13404.(d)] (g)(2)(B)	CORRECTION AND PENALTY RELATED TO FAILURE TO SATISFY WAGE REQUIREMENTS. Rules similar to the rules of section 45(b)(7)(B) shall apply.	correction, penalty, related, failure, satisfy, wage, requirements, rules, apply
2682	410.18 - 410.19	[SEC. 13404.(d)] (g)(3)	APPRENTICESHIP REQUIREMENTS. Rules similar to the rules of section 45(b)(8) shall apply.	apprenticeship, requirements, rules, apply
2683	410.20 - 411.2	[SEC. 13404.(d)] (g)(4)	REGULATIONS AND GUIDANCE. The Secretary shall issue such regulations or other guidance as the Secretary determines necessary to carry out the purposes of this subsection, including regulations or other guidance which provides for requirements for recordkeeping or information reporting for purposes of administering the requirements of this subsection.’’.	regulations, guidance, secretary, issue, determines, necessary, carry, purposes, subsection, requirements, recordkeeping, information, reporting, administering
2684	411.3 - 411.5	SEC. 13404.(e)	ELIGIBLE CENSUS TRACTS. Subsection (c) of section 30C, as amended by subsection (b)(3), is amended by adding at the end the following:	eligible, census, tracts, subsection, 30c, amended, adding
2685	411.6 - 411.7	[SEC. 13404.(e)] (3)	PROPERTY REQUIRED TO BE LOCATED IN ELIGIBLE CENSUS TRACTS.	property, required, located, eligible, census, tracts
2686	411.8 - 411.11	[SEC. 13404.(e)] (3)(A)	IN GENERAL. Property shall not be treated as qualified alternative fuel vehicle refueling property unless such property is placed in service in an eligible census tract.	property, treated, qualified, alternative, fuel, vehicle, refueling, unless, placed, service, eligible, census, tract
