Item	Page_Lines	Para	Text	Keywords
441	71.6 - 71.14	TITLE III SEC. 301.(d)(1)	NOTIFICATION.—Not later than the date which is 4 months prior to the closure of a coal mine or coal power plant, the operator of such mine or plant shall provide notice to the Secretary with respect to such closure, including such information as is deemed necessary by the Secretary to determine the eligibility of any former employee of such mine or plant for any benefits provided under this section, as well as the amount of such benefits.	notification, months, prior, closure, coal, mine, power, plant, operator, notice, secretary, respect, information, deemed, necessary, determine, eligibility, former, employee, benefits, amount
442	71.15 - 71.16	TITLE III SEC. 301.(d)(2)	CLOSURE.—For purposes of this section, the term ‘‘closure’’ means—	closure, purposes, term
443	71.17 - 71.20	TITLE III SEC. 301.(d)(2)(A)	with respect to any coal mine, any reduction in production occurring after the date of enactment of this Act which is accompanied by permanent layoffs; and	respect, coal, mine, reduction, production, occurring, enactment, act, accompanied, permanent, layoffs
444	71.21 - 71.25	TITLE III SEC. 301.(d)(2)(B)	with respect to any coal power plant, the permanent closure of 1 or more generating units occurring after the date of enactment of this Act which is accompanied by permanent layoffs.	respect, coal, power, plant, permanent, closure, generating, units, occurring, enactment, act, accompanied, layoffs
445	72.1 - 72.3	TITLE III SEC. 301.(d)(3)	QUALIFIED INDIVIDUAL.—For purposes of this section, the term ‘‘qualified individual’’ means any individual—	qualified, individual, purposes, term
446	72.4 - 72.6	TITLE III SEC. 301.(d)(3)(A)	whose employment was terminated as the result of the closure of 1 or more coal mines or coal power plants;	whose, employment, terminated, closure, coal, mines, power, plants
447	72.7 - 72.9	TITLE III SEC. 301.(d)(3)(B)	who, prior to such closure, was continually employed at 1 or more such mines or plants—	prior, closure, continually, employed, mines, plants
448	72.10 - 72.11	TITLE III SEC. 301.(d)(3)(B)(i)	for a period of not less than 12 months, and	period, months
449	72.12 - 72.14	TITLE III SEC. 301.(d)(3)(B)(ii)	for an average of not less than 35 hours a week during the 12-month period preceding such closure; and	average, hours, week, month, period, preceding, closure
450	72.15 - 72.17	TITLE III SEC. 301.(d)(3)(C)	for whom the applicable information has been provided to the Secretary pursuant to paragraph (1).	whom, applicable, information, secretary, pursuant, paragraph
451	72.18 - 72.18	TITLE III SEC. 301.(e)	WAGE REPLACEMENT.—	wage, replacement
452	72.19 - 73.2	TITLE III SEC. 301.(e)(1)	IN GENERAL.—In the case of any qualified individual, during the applicable period, the Secretary shall provide such individual with payments in an amount which, for each month during such period, is equivalent to the average amount of monthly remuneration for employment paid to such individual during the 12-month period prior to the termination of their employment (as described in subsection (d)(3)(A)).	general, case, qualified, individual, applicable, period, secretary, payments, amount, month, equivalent, average, monthly, remuneration, employment, paid, prior, termination, described, subsection
453	73.3 - 73.7	TITLE III SEC. 301.(e)(2)	APPLICABLE PERIOD.—For purposes of this subsection, the term ‘‘applicable period’’ means, with respect to any qualified individual, the 60-month period subsequent to the termination of their employment (as described in subsection (d)(3)(A)).	applicable, period, purposes, subsection, term, respect, qualified, individual, month, subsequent, termination, employment, described
454	73.8 - 73.12	TITLE III SEC. 301.(e)(3)	FREQUENCY OF PAYMENT.—Any payment required to be provided to an qualified individual under this subsection shall be provided by the Secretary on a basis which is not less frequent than once per month during the applicable period.	frequency, payment, required, qualified, individual, subsection, secretary, basis, frequent, month, applicable, period
455	73.13 - 73.21	TITLE III SEC. 301.(e)(4)	ADJUSTMENT FOR INFLATION.—For purposes of any payment described in paragraph (1) which is provided to an qualified individual during a calendar year beginning after the date that the employment of such individual was terminated, such amount shall be adjusted in a manner similar to the cost-of-living adjustment determined under section 1(f)(3) of the Internal Revenue Code of 1986 for such calendar year.	adjustment, inflation, purposes, payment, described, paragraph, qualified, individual, calendar, beginning, employment, terminated, amount, adjusted, manner, cost, determined, internal, revenue, code
456	73.22 - 73.24	TITLE III SEC. 301.(e)(5)	TAX TREATMENT.—Any amount provided to an qualified individual under this subsection shall be treated as—	tax, treatment, amount, qualified, individual, subsection, treated
457	74.1 - 74.2	TITLE III SEC. 301.(e)(5)(A)	gross income for purposes of the Internal Revenue Code of 1986; and	gross, income, purposes, internal, revenue, code
458	74.3 - 74.5	TITLE III SEC. 301.(e)(5)(B)	for purposes of section 3101 of such Code, wages received by the individual with respect to employment.	purposes, code, wages, individual, respect, employment
459	74.6 - 74.23	TITLE III SEC. 301.(e)(6)	TRANSFER TO FEDERAL OLD-AGE AND SURVIVORS INSURANCE TRUST FUND.—There are hereby appropriated to the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund established under section 201 of the Social Security Act (42 U.S.C. 401) amounts equal to the amount of taxes that would otherwise have been imposed under section 3111(a) of the Internal Revenue Code of 1986 if the amounts provided to qualified individuals under this subsection were treated as wages paid by the employer with respect to employment. Amounts appropriated by the preceding sentence shall be transferred from the general fund at such times and in such manner as to replicate to the extent possible the transfers which would have otherwise occurred to such Trust Fund pursuant to the treatment described in the preceding sentence.	transfer, federal, survivors, insurance, trust, fund, hereby, appropriated, disability, established, social, security, act, u.s.c, amounts, equal, amount, taxes, otherwise, imposed, internal, revenue, code, qualified, individuals, subsection, treated, wages, paid, employer, respect, employment, preceding, sentence, transferred, general, manner, replicate, extent, possible, transfers, occurred, pursuant, treatment, described
460	74.24 - 74.24	TITLE III SEC. 301.(f)	HEALTH INSURANCE BENEFITS.—	health, insurance, benefits
461	75.1 - 75.2	TITLE III SEC. 301.(f)(1)	IN GENERAL.—The Secretary shall provide the following health insurance benefits:	general, secretary, health, insurance, benefits
462	75.3 - 75.18	TITLE III SEC. 301.(f)(1)(A)	In the case of a qualified individual who is receiving continuation coverage pursuant to part 6 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1161 et seq.) and section 4980B of the Internal Revenue Code of 1986, the Secretary shall transfer, each month, to the group health plan (or health insurance issuer offering health insurance coverage in connection with such a plan) of such qualified individual, the amount required to cover the same percentage of the qualified individual’s monthly premium (including coverage for any qualified beneficiaries) that such individual’s former employer contributed toward such premium during the individual’s employment.	case, qualified, individual, receiving, continuation, coverage, pursuant, subtitle, title, employee, retirement, income, security, act, u.s.c, seq, 4980b, internal, revenue, code, secretary, transfer, month, group, health, plan, insurance, issuer, offering, connection, amount, required, cover, percentage, individual’s, monthly, premium, beneficiaries, former, employer, contributed, toward, employment
463	75.19 - 76.11	TITLE III SEC. 301.(f)(1)(B)	In the case of a qualified individual who is not eligible for continuation coverage as described in subparagraph (A), the Secretary shall transfer to the qualified individual, each month, an amount equal to the amount that the individual’s former employer contributed each month towards premiums for enrollment of the individual and qualified beneficiaries in a group health plan (including any health insurance coverage offered in connection with such a plan), adjusted in accordance with the average increase in health insurance premiums in the individual market in the applicable State. This amount shall not be considered as gross income for purposes of the Internal Revenue Code of 1986 provided that the individual provides proof that it has been used to purchase health insurance coverage.	case, qualified, individual, eligible, continuation, coverage, described, subparagraph, secretary, transfer, month, amount, equal, individual’s, former, employer, contributed, towards, premiums, enrollment, beneficiaries, group, health, plan, insurance, offered, connection, adjusted, accordance, average, increase, market, applicable, state, considered, gross, income, purposes, internal, revenue, code, proof, purchase
464	76.12 - 77.2	TITLE III SEC. 301.(f)(2)	REDUCTION OF PREMIUMS PAYABLE BY INDIVIDUALS.—In the case of a qualified individual and qualified beneficiaries receiving benefits described in paragraph (1)(A) during the applicable period of coverage described in paragraph (3)(A), such individual and beneficiaries shall be treated for purposes of part 6 of subtitle B of title I of the Employee Retirement Income Security Act of 1974 (29 U.S.C. 1161 et seq.) and section 4980B of the Internal Revenue Code of 1986 as having paid in full the amount of such premium for a month if such qualified individual and qualified beneficiary pays the total monthly premium due, less the amount of benefits paid on behalf of such individual and beneficiaries pursuant to paragraph (1)(A).	reduction, premiums, payable, individuals, case, qualified, individual, beneficiaries, receiving, benefits, described, paragraph, applicable, period, coverage, treated, purposes, subtitle, title, employee, retirement, income, security, act, u.s.c, seq, 4980b, internal, revenue, code, paid, amount, premium, month, beneficiary, pays, total, monthly, behalf, pursuant
