Item	Page_Lines	Para	Text
3223	473.22 - 474.2	[SEC. 13702.(a)] SEC. 48E.(a)(3)(A)(ii)(I)	in the case of any qualified investment with respect to a qualified facility described in paragraph (2)(A)(i) or with respect to energy storage technology described in paragraph (2)(B)(i), 2 percentage points, and
3226	474.3 - 474.8	[SEC. 13702.(a)] SEC. 48E.(a)(3)(A)(ii)(II)	in the case of any qualified investment with respect to a qualified facility described in paragraph (2)(A)(ii) or with respect to energy storage technology described in paragraph (2)(B)(ii), 10 percentage points.
3228	474.9 - 474.10	[SEC. 13702.(a)] SEC. 48E.(a)(3)(B)	DOMESTIC CONTENT. Rules similar to the rules of section 48(a)(12) shall apply.
3229	474.11 - 474.12	[SEC. 13702.(a)] SEC. 48E.(b)	QUALIFIED INVESTMENT WITH RESPECT TO A QUALIFIED FACILITY.
3230	474.13 - 474.15	[SEC. 13702.(a)] SEC. 48E.(b)(1)	IN GENERAL. For purposes of subsection (a), the qualified investment with respect to any qualified facility for any taxable year is the sum of
3232	474.16 - 474.19	[SEC. 13702.(a)] SEC. 48E.(b)(1)(A)	the basis of any qualified property placed in service by the taxpayer during such taxable year which is part of a qualified facility, plus
3233	474.20 - 474.21	[SEC. 13702.(a)] SEC. 48E.(b)(1)(B)	the amount of any expenditures which are
3234	474.22 - 474.23	[SEC. 13702.(a)] SEC. 48E.(b)(1)(B)(i)	paid or incurred by the taxpayer for qualified interconnection property
3235	474.24 - 475.3	[SEC. 13702.(a)] SEC. 48E.(b)(1)(B)(i)(I)	in connection with a qualified facility which has a maximum net output of not greater than 5 megawatts (as measured in alternating current), and
3236	475.4 - 475.5	[SEC. 13702.(a)] SEC. 48E.(b)(1)(B)(i)(II)	placed in service during the taxable year of the taxpayer, and
3237	475.6 - 475.7	[SEC. 13702.(a)] SEC. 48E.(b)(1)(B)(ii)	properly chargeable to capital account of the taxpayer.
3238	475.8 - 475.10	[SEC. 13702.(a)] SEC. 48E.(b)(2)	QUALIFIED PROPERTY. For purposes of this section, the term ‘qualified property’ means property
3239	475.11 - 475.11	[SEC. 13702.(a)] SEC. 48E.(b)(2)(A)	which is
3240	475.12 - 475.12	[SEC. 13702.(a)] SEC. 48E.(b)(2)(A)(i)	tangible personal property, or
3241	475.13 - 475.16	[SEC. 13702.(a)] SEC. 48E.(b)(2)(A)(ii)	other tangible property (not including a building or its structural components), but only if such property is used as an integral part of the qualified facility,
3242	475.17 - 475.19	[SEC. 13702.(a)] SEC. 48E.(b)(2)(B)	with respect to which depreciation (or amortization in lieu of depreciation) is allowable, and
3243	475.20 - 475.22	[SEC. 13702.(a)] SEC. 48E.(b)(2)(C)(i)	the construction, reconstruction, or erection of which is completed by the taxpayer, or
3244	475.23 - 475.25	[SEC. 13702.(a)] SEC. 48E.(b)(2)(C)(ii)	which is acquired by the taxpayer if the original use of such property commences with the taxpayer.
3245	476.1 - 476.1	[SEC. 13702.(a)] SEC. 48E.(b)(3)	QUALIFIED FACILITY.
3246	476.2 - 476.4	[SEC. 13702.(a)] SEC. 48E.(b)(3)(A)	IN GENERAL. For purposes of this section, the term ‘qualified facility’ means a facility
3247	476.5 - 476.6	[SEC. 13702.(a)] SEC. 48E.(b)(3)(A)(i)	which is used for the generation of electricity,
3248	476.7 - 476.8	[SEC. 13702.(a)] SEC. 48E.(b)(3)(A)(ii)	which is placed in service after December 31, 2024, and
3249	476.9 - 476.12	[SEC. 13702.(a)] SEC. 48E.(b)(3)(A)(iii)	for which the anticipated greenhouse gas emissions rate (as determined under subparagraph (B)(ii)) is not greater than zero.
3250	476.13 - 476.13	[SEC. 13702.(a)] SEC. 48E.(b)(3)(B)	ADDITIONAL RULES.
3251	476.14 - 476.17	[SEC. 13702.(a)] SEC. 48E.(b)(3)(B)(i)	EXPANSION OF FACILITY; INCREMENTAL PRODUCTION. Rules similar to the rules of section 45Y(b)(1)(C) shall apply for purposes of this paragraph.
3252	476.18 - 476.21	[SEC. 13702.(a)] SEC. 48E.(b)(3)(B)(ii)	GREENHOUSE GAS EMISSIONS RATE. Rules similar to the rules of section 45Y(b)(2) shall apply for purposes of this paragraph.
3253	476.22 - 476.23	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)	EXCLUSION. The term ‘qualified facility’ shall not include any facility for which
3254	476.24 - 476.25	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(i)	a renewable electricity production credit determined under section 45,
3255	477.1 - 477.3	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(ii)	an advanced nuclear power facility production credit determined under section 45J,
3256	477.4 - 477.5	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(iii)	a carbon oxide sequestration credit determined under section 45Q,
3257	477.6 - 477.8	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(iv)	a zero-emission nuclear power production credit determined under section 45U,
3258	477.9 - 477.10	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(v)	a clean electricity production credit determined under section 45Y,
3259	477.11 - 477.12	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(vi)	an energy credit determined under section 48, or
3260	477.13 - 477.16	[SEC. 13702.(a)] SEC. 48E.(b)(3)(C)(vii)	a qualifying advanced coal project credit under section 48A, is allowed under section 38 for the taxable year or any prior taxable year.
3261	477.17 - 477.20	[SEC. 13702.(a)] SEC. 48E.(b)(4)	QUALIFIED INTERCONNECTION PROPERTY. For purposes of this paragraph, the term ‘qualified interconnection property’ has the meaning given such term in section 48(a)(8)(B).
3262	477.21 - 478.2	[SEC. 13702.(a)] SEC. 48E.(b)(5)	COORDINATION WITH REHABILITATION CREDIT. The qualified investment with respect to any qualified facility for any taxable year shall not include that portion of the basis of any property which is attributable to qualified rehabilitation expenditures (as defined in section 47(c)(2)).
3263	478.3 - 478.6	[SEC. 13702.(a)] SEC. 48E.(b)(6)	DEFINITIONS. For purposes of this subsection, the terms ‘CO2e per KWh’ and ‘greenhouse gas emissions rate’ have the same meaning given such terms under section 45Y.
3264	478.7 - 478.8	[SEC. 13702.(a)] SEC. 48E.(c)	QUALIFIED INVESTMENT WITH RESPECT TO ENERGY STORAGE TECHNOLOGY.
3265	478.9 - 478.13	[SEC. 13702.(a)] SEC. 48E.(c)(1)	QUALIFIED INVESTMENT. For purposes of subsection (a), the qualified investment with respect to energy storage technology for any taxable year is the basis of any energy storage technology placed in service by the taxpayer during such taxable year.
3266	478.14 - 478.18	[SEC. 13702.(a)] SEC. 48E.(c)(2)	ENERGY STORAGE TECHNOLOGY. For purposes of this section, the term ‘energy storage technology’ has the meaning given such term in section 48(c)(6) (except that subparagraph (D) of such section shall not apply).
3267	478.19 - 478.19	[SEC. 13702.(a)] SEC. 48E.(d)	SPECIAL RULES.
3268	478.20 - 478.25	[SEC. 13702.(a)] SEC. 48E.(d)(1)	CERTAIN PROGRESS EXPENDITURE RULES MADE APPLICABLE. Rules similar to the rules of subsections (c)(4) and (d) of section 46 (as in effect on the day before the date of the enactment of the Revenue Reconciliation Act of 1990) shall apply for purposes of subsection (a).
3269	479.1 - 479.4	[SEC. 13702.(a)] SEC. 48E.(d)(2)	SPECIAL RULE FOR PROPERTY FINANCED BY SUBSIDIZED ENERGY FINANCING OR PRIVATE ACTIVITY BONDS. Rules similar to the rules of section 45(b)(3) shall apply.
3270	479.5 - 479.6	[SEC. 13702.(a)] SEC. 48E.(d)(3)	PREVAILING WAGE REQUIREMENTS. Rules similar to the rules of section 48(a)(10) shall apply.
3271	479.7 - 479.8	[SEC. 13702.(a)] SEC. 48E.(d)(4)	APPRENTICESHIP REQUIREMENTS. Rules similar to the rules of section 45(b)(8) shall apply.
3272	479.9 - 479.13	[SEC. 13702.(a)] SEC. 48E.(d)(5)	DOMESTIC CONTENT REQUIREMENT FOR ELECTIVE PAYMENT. In the case of a taxpayer making an election under section 6417 with respect to a credit under this section, rules similar to the rules of section 45Y(g)(12) shall apply.
3273	479.14 - 479.14	[SEC. 13702.(a)] SEC. 48E.(e)	CREDIT PHASE-OUT.
3274	479.15 - 479.20	[SEC. 13702.(a)] SEC. 48E.(e)(1)	IN GENERAL. The amount of the clean electricity investment credit under subsection (a) for any qualified investment with respect to any qualified facility or energy storage technology the construction of which begins during a calendar year described in paragraph (2) shall be equal to the product of
3275	479.21 - 479.23	[SEC. 13702.(a)] SEC. 48E.(e)(1)(A)	the amount of the credit determined under subsection (a) without regard to this subsection, multiplied by
3276	479.24 - 479.25	[SEC. 13702.(a)] SEC. 48E.(e)(1)(B)	the phase-out percentage under paragraph (2).
3277	480.1 - 480.2	[SEC. 13702.(a)] SEC. 48E.(e)(2)	PHASE-OUT PERCENTAGE. The phase-out percentage under this paragraph is equal to
3278	480.3 - 480.7	[SEC. 13702.(a)] SEC. 48E.(e)(2)(A)	for any qualified investment with respect to any qualified facility or energy storage technology the construction of which begins during the first calendar year following the applicable year, 100 percent,
3279	480.8 - 480.12	[SEC. 13702.(a)] SEC. 48E.(e)(2)(B)	for any qualified investment with respect to any qualified facility or energy storage technology the construction of which begins during the second calendar year following the applicable year, 75 percent,
3280	480.13 - 480.17	[SEC. 13702.(a)] SEC. 48E.(e)(2)(C)	for any qualified investment with respect to any qualified facility or energy storage technology the construction of which begins during the third calendar year following the applicable year, 50 percent, and
3281	480.18 - 480.22	[SEC. 13702.(a)] SEC. 48E.(e)(2)(D)	for any qualified investment with respect to any qualified facility or energy storage technology the construction of which begins during any calendar year subsequent to the calendar year described in subparagraph (C), 0 percent.
3282	480.23 - 480.25	[SEC. 13702.(a)] SEC. 48E.(e)(3)	APPLICABLE YEAR. For purposes of this subsection, the term ‘applicable year’ has the same meaning given such term in section 45Y(d)(3).
3283	481.1 - 481.3	[SEC. 13702.(a)] SEC. 48E.(f)	GREENHOUSE GAS. In this section, the term ‘greenhouse gas’ has the same meaning given such term under section 45Y(e)(2).
3284	481.4 - 481.10	[SEC. 13702.(a)] SEC. 48E.(g)	RECAPTURE OF CREDIT. For purposes of section 50, if the Secretary determines that the greenhouse gas emissions rate for a qualified facility is greater than 10 grams of CO2e per KWh, any property for which a credit was allowed under this section with respect to such facility shall cease to be investment credit property in the taxable year in which the determination is made.
3285	481.11 - 481.13	[SEC. 13702.(a)] SEC. 48E.(h)	SPECIAL RULES FOR CERTAIN FACILITIES PLACED IN SERVICE IN CONNECTION WITH LOW-INCOME COMMUNITIES.
3286	481.14 - 481.17	[SEC. 13702.(a)] SEC. 48E.(h)(1)	IN GENERAL. In the case of any applicable facility with respect to which the Secretary makes an allocation of environmental justice capacity limitation under paragraph (4)
3287	481.18 - 481.21	[SEC. 13702.(a)] SEC. 48E.(h)(1)(A)	the applicable percentage otherwise determined under subsection (a)(2) with respect to any eligible property which is part of such facility shall be increased by
3288	481.22 - 481.25	[SEC. 13702.(a)] SEC. 48E.(h)(1)(A)(i)	in the case of a facility described in subclause (I) of paragraph (2)(A)(iii) and not described in subclause (II) of such paragraph, 10 percentage points, and
3289	482.1 - 482.3	[SEC. 13702.(a)] SEC. 48E.(h)(1)(A)(ii)	in the case of a facility described in subclause (II) of paragraph (2)(A)(iii), 20 percentage points, and
3290	482.4 - 482.10	[SEC. 13702.(a)] SEC. 48E.(h)(1)(B)	the increase in the credit determined under subsection (a) by reason of this subsection for any taxable year with respect to all property which is part of such facility shall not exceed the amount which bears the same ratio to the amount of such increase (determined without regard to this subparagraph) as
3291	482.11 - 482.13	[SEC. 13702.(a)] SEC. 48E.(h)(1)(B)(i)	the environmental justice capacity limitation allocated to such facility, bears to
3292	482.14 - 482.16	[SEC. 13702.(a)] SEC. 48E.(h)(1)(B)(ii)	the total megawatt nameplate capacity of such facility, as measured in direct current.
3293	482.17 - 482.18	[SEC. 13702.(a)] SEC. 48E.(h)(2)	APPLICABLE FACILITY. For purposes of this subsection
3294	482.19 - 482.20	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)	IN GENERAL. The term ‘applicable facility’ means any qualified facility
3295	482.21 - 482.22	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)(i)	which is not described in section 45Y(b)(2)(B),
3296	482.23 - 482.25	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)(ii)	which has a maximum net output of less than 5 megawatts (as measured in alternating current), and
3297	483.1 - 483.1	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)(iii)	which
3298	483.2 - 483.6	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)(iii)(I)	is located in a low-income community (as defined in section 45D(e)) or on Indian land (as defined in section 2601(2) of the Energy Policy Act of 1992 (25 U.S.C. 3501(2))), or
3299	483.7 - 483.10	[SEC. 13702.(a)] SEC. 48E.(h)(2)(A)(iii)(II)	is part of a qualified low-income residential building project or a qualified low-income economic benefit project.
3300	483.11 - 483.14	[SEC. 13702.(a)] SEC. 48E.(h)(2)(B)	QUALIFIED LOW-INCOME RESIDENTIAL BUILDING PROJECT. A facility shall be treated as part of a qualified low-income residential building project if
3301	483.15 - 484.4	[SEC. 13702.(a)] SEC. 48E.(h)(2)(B)(i)	such facility is installed on a residential rental building which participates in a covered housing program (as defined in section 41411(a) of the Violence Against Women Act of 1994 (34 U.S.C. 12491(a)(3)), a housing assistance program administered by the Department of Agriculture under title V of the Housing Act of 1949, a housing program administered by a tribally designated housing entity (as defined in section 4(22) of the Native American Housing Assistance and Self-Determination Act of 1996 (25 U.S.C. 4103(22))) or such other affordable housing programs as the Secretary may provide, and
3302	484.5 - 484.8	[SEC. 13702.(a)] SEC. 48E.(h)(2)(B)(ii)	the financial benefits of the electricity produced by such facility are allocated equitably among the occupants of the dwelling units of such building.
3303	484.9 - 484.14	[SEC. 13702.(a)] SEC. 48E.(h)(2)(C)	QUALIFIED LOW-INCOME ECONOMIC BENEFIT PROJECT. A facility shall be treated as part of a qualified low-income economic benefit project if at least 50 percent of the financial benefits of the electricity produced by such facility are provided to households with income of
3304	484.15 - 484.18	[SEC. 13702.(a)] SEC. 48E.(h)(2)(C)(i)	less than 200 percent of the poverty line (as defined in section 36B(d)(3)(A)) applicable to a family of the size involved, or
3305	484.19 - 484.21	[SEC. 13702.(a)] SEC. 48E.(h)(2)(C)(ii)	less than 80 percent of area median gross income (as determined under section 142(d)(2)(B)).
3306	484.22 - 484.25	[SEC. 13702.(a)] SEC. 48E.(h)(2)(D)	FINANCIAL BENEFIT. For purposes of subparagraphs (B) and (C), electricity acquired at a below-market rate shall not fail to be taken into account as a financial benefit.
3307	485.1 - 485.4	[SEC. 13702.(a)] SEC. 48E.(h)(3)	ELIGIBLE PROPERTY. For purposes of this subsection, the term ‘eligible property’ means a qualified investment with respect to any applicable facility.
3308	485.5 - 485.5	[SEC. 13702.(a)] SEC. 48E.(h)(4)	ALLOCATIONS.
3309	485.6 - 485.16	[SEC. 13702.(a)] SEC. 48E.(h)(4)(A)	IN GENERAL. Not later than January 1, 2025, the Secretary shall establish a program to allocate amounts of environmental justice capacity limitation to applicable facilities. In establishing such program and to carry out the purposes of this subsection, the Secretary shall provide procedures to allow for an efficient allocation process, including, when determined appropriate, consideration of multiple projects in a single application if such projects will be placed in service by a single taxpayer.
